"MATRICULA","ANNO","CURSO","EVALUACION","SESION","MATERIA","CL_MATERIA","SUBGRUPO","NOTA","CODIGONOTA","OPCION","X_OFERTAMATRIG","X_CONVCENTRO","X_MATMATRICULA"
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Ciencias para el mundo contemporáneo,30542,Matriculada,7,386,Comunes,105508,53672,20894804
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Ciencias para el mundo contemporáneo,30542,Matriculada,6,384,Comunes,105508,52936,20894804
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Educación física,30544,Matriculada,6,384,Comunes,105508,53672,20894805
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Educación física,30544,Matriculada,7,386,Comunes,105508,52936,20894805
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Lengua castellana y literatura I,30548,Matriculada,7,386,Comunes,105508,52936,20894807
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Inglés I,30550,Matriculada,4,380,Idiomas,105508,52936,20894808
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Biología y geología,30556,Matriculada,5,382,Modalidad,105508,52936,20894809
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Física y química,30560,Matriculada,6,384,Modalidad,105508,52936,20894810
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Matemáticas I,30562,Matriculada,6,384,Modalidad,105508,52936,20894811
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Francés (segundo idioma) I,30566,Matriculada,8,388,Optativas,105508,52936,20894812
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Francés (segundo idioma) I,30566,Matriculada,7,386,Optativas,105508,53672,20894812
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Matemáticas I,30562,Matriculada,4,380,Modalidad,105508,53672,20894811
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Física y química,30560,Matriculada,5,382,Modalidad,105508,53672,20894810
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Biología y geología,30556,Matriculada,6,384,Modalidad,105508,53672,20894809
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Inglés I,30550,Matriculada,4,380,Idiomas,105508,53672,20894808
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Lengua castellana y literatura I,30548,Matriculada,5,382,Comunes,105508,53672,20894807
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Filosofía y ciudadanía,30546,Matriculada,6,384,Comunes,105508,52936,20894806
3011889,2011,1º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Filosofía y ciudadanía,30546,Matriculada,5,382,Comunes,105508,53672,20894806
3011899,2011,4º de ESO,Ordinaria,,"Ciencias Sociales, Geografía e Historia",30146,Matriculada,Notable-7,294,Comunes,104721,53672,20894865
3011899,2011,4º de ESO,Primera Evaluación,,"Ciencias Sociales, Geografía e Historia",30146,Matriculada,Bien-6,292,Comunes,104721,52936,20894865
3011899,2011,4º de ESO,Ordinaria,,Educación ético-cívica,30148,Matriculada,Sobresaliente-9,298,Comunes,104721,53672,20894866
3011899,2011,4º de ESO,Primera Evaluación,,Educación ético-cívica,30148,Matriculada,Sobresaliente-9,298,Comunes,104721,52936,20894866
3011899,2011,4º de ESO,Primera Evaluación,,Lengua Castellana y Literatura,30152,Matriculada,Notable-7,294,Comunes,104721,52936,20894868
3011899,2011,4º de ESO,Primera Evaluación,,Matemáticas B,30154,Matriculada,Suficiente-5,290,Matemáticas,104721,52936,20894869
3011899,2011,4º de ESO,Primera Evaluación,,Inglés,30156,Matriculada,Notable-7,294,Idiomas,104721,52936,20894870
3011899,2011,4º de ESO,Primera Evaluación,,Biología y Geología,30162,Matriculada,Notable-7,294,Optativas,104721,52936,20894871
3011899,2011,4º de ESO,Primera Evaluación,,Informática,30168,Matriculada,Bien-6,292,Optativas,104721,52936,20894872
3011899,2011,4º de ESO,Primera Evaluación,,Religión Católica,30180,Matriculada,Sobresaliente-9,298,Religión,104721,52936,22413406
3011899,2011,4º de ESO,Ordinaria,,Religión Católica,30180,Matriculada,Sobresaliente-9,298,Religión,104721,53672,22413406
3011899,2011,4º de ESO,Primera Evaluación,,Francés (Segundo Idioma),30174,Matriculada,Sobresaliente-10,300,Optativas,104721,52936,20894873
3011899,2011,4º de ESO,Ordinaria,,Francés (Segundo Idioma),30174,Matriculada,Sobresaliente-9,298,Optativas,104721,53672,20894873
3011899,2011,4º de ESO,Ordinaria,,Informática,30168,Matriculada,Bien-6,292,Optativas,104721,53672,20894872
3011899,2011,4º de ESO,Ordinaria,,Biología y Geología,30162,Matriculada,Notable-8,296,Optativas,104721,53672,20894871
3011899,2011,4º de ESO,Ordinaria,,Inglés,30156,Matriculada,Notable-7,294,Idiomas,104721,53672,20894870
3011899,2011,4º de ESO,Ordinaria,,Matemáticas B,30154,Matriculada,Bien-6,292,Matemáticas,104721,53672,20894869
3011899,2011,4º de ESO,Ordinaria,,Lengua Castellana y Literatura,30152,Matriculada,Notable-8,296,Comunes,104721,53672,20894868
3011899,2011,4º de ESO,Primera Evaluación,,Educación Física,30150,Matriculada,Notable-7,294,Comunes,104721,52936,20894867
3011899,2011,4º de ESO,Ordinaria,,Educación Física,30150,Matriculada,Bien-6,292,Comunes,104721,53672,20894867
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,24/05/2012,Historia de España,31984,Matriculada,6,384,Comunes,105522,48835,20897557
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,,Historia de España,31984,Matriculada,5,382,Comunes,105522,53672,20897557
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Primera Evaluación,,Historia de España,31984,Matriculada,5,382,Comunes,105522,52936,20897557
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,,Historia de la filosofía,31986,Matriculada,5,382,Comunes,105522,53672,20897558
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,,Lengua castellana y literatura II,31988,Matriculada,6,384,Comunes,105522,53672,20897559
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,24/05/2012,Lengua castellana y literatura II,31988,Matriculada,6,384,Comunes,105522,48835,20897559
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Primera Evaluación,,Historia de la filosofía,31986,Matriculada,6,384,Comunes,105522,52936,20897558
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,24/05/2012,Historia de la filosofía,31986,Matriculada,7,386,Comunes,105522,48835,20897558
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Primera Evaluación,,Lengua castellana y literatura II,31988,Matriculada,5,382,Comunes,105522,52936,20897559
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Primera Evaluación,,Latín II,32038,Matriculada,6,384,Modalidad,105522,52936,20897562
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,,Latín II,32038,Matriculada,8,388,Modalidad,105522,53672,20897562
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,24/05/2012,Latín II,32038,Matriculada,8,388,Modalidad,105522,48835,20897562
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Primera Evaluación,,Historia del arte,32036,Matriculada,7,386,Modalidad,105522,52936,20897561
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,,Historia del arte,32036,Matriculada,7,386,Modalidad,105522,53672,20897561
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,24/05/2012,Historia del arte,32036,Matriculada,8,388,Modalidad,105522,48835,20897561
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Primera Evaluación,,Inglés II,31990,Matriculada,6,384,Idiomas,105522,52936,20897560
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,,Inglés II,31990,Matriculada,6,384,Idiomas,105522,53672,20897560
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,24/05/2012,Inglés II,31990,Matriculada,7,386,Idiomas,105522,48835,20897560
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Primera Evaluación,,Religión católica,32196,Matriculada,9,390,Religión,105522,52936,20897565
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,,Religión católica,32196,Matriculada,9,390,Religión,105522,53672,20897565
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,24/05/2012,Religión católica,32196,Matriculada,9,390,Religión,105522,48835,20897565
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Primera Evaluación,,Francés (segundo Idioma) II,32168,Matriculada,8,388,Optativas,105522,52936,20897564
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,,Francés (segundo Idioma) II,32168,Matriculada,7,386,Optativas,105522,53672,20897564
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,24/05/2012,Francés (segundo Idioma) II,32168,Matriculada,8,388,Optativas,105522,48835,20897564
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Primera Evaluación,,Literatura universal,32040,Matriculada,8,388,Modalidad,105522,52936,20897563
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,,Literatura universal,32040,Matriculada,8,388,Modalidad,105522,53672,20897563
3012233,2011,2º de Bachillerato (Humanidades y Ciencias Sociales),Ordinaria,24/05/2012,Literatura universal,32040,Matriculada,9,390,Modalidad,105522,48835,20897563
3013195,2011,1º de ESO,Ordinaria,,Ciencias de la Naturaleza,29481,Matriculada,Suficiente-5,290,Comunes,104715,53672,20904405
3013195,2011,1º de ESO,Primera Evaluación,,Ciencias de la Naturaleza,29481,Matriculada,Bien-6,292,Comunes,104715,52936,20904405
3013195,2011,1º de ESO,Primera Evaluación,,"Ciencias Sociales, Geografía e Historia",29483,Matriculada,Bien-6,292,Comunes,104715,52936,20904406
3013195,2011,1º de ESO,Ordinaria,,Educación Plástica y Visual,29487,Matriculada,Suficiente-5,290,Educación Plástica y Visual - Música,104715,53672,20904408
3013195,2011,1º de ESO,Primera Evaluación,,Educación Física,29485,Matriculada,Notable-7,294,Comunes,104715,52936,20904407
3013195,2011,1º de ESO,Ordinaria,,Educación Física,29485,Matriculada,Notable-8,296,Comunes,104715,53672,20904407
3013195,2011,1º de ESO,Ordinaria,,"Ciencias Sociales, Geografía e Historia",29483,Matriculada,Notable-7,294,Comunes,104715,53672,20904406
3013195,2011,1º de ESO,Primera Evaluación,,Educación Plástica y Visual,29487,Matriculada,Suficiente-5,290,Educación Plástica y Visual - Música,104715,52936,20904408
3013195,2011,1º de ESO,Primera Evaluación,,Tecnologías,29499,Matriculada,Bien-6,292,Comunes,104715,52936,20904412
3013195,2011,1º de ESO,Ordinaria,,Tecnologías,29499,Matriculada,Notable-7,294,Comunes,104715,53672,20904412
3013195,2011,1º de ESO,Primera Evaluación,,Matemáticas,29495,Matriculada,Insuficiente-4,288,Comunes,104715,52936,20904411
3013195,2011,1º de ESO,Ordinaria,,Matemáticas,29495,Matriculada,Suficiente-5,290,Comunes,104715,53672,20904411
3013195,2011,1º de ESO,Recuperación 1ª Ev.,,Matemáticas,29495,Matriculada,Insuficiente-3,286,Comunes,104715,53671,20904411
3013195,2011,1º de ESO,Primera Evaluación,,Inglés,29491,Matriculada,Bien-6,292,Idiomas,104715,52936,20904410
3013195,2011,1º de ESO,Ordinaria,,Inglés,29491,Matriculada,Suficiente-5,290,Idiomas,104715,53672,20904410
3013195,2011,1º de ESO,Primera Evaluación,,Lengua Castellana y Literatura,29489,Matriculada,Suficiente-5,290,Comunes,104715,52936,20904409
3013195,2011,1º de ESO,Ordinaria,,Lengua Castellana y Literatura,29489,Matriculada,Suficiente-5,290,Comunes,104715,53672,20904409
3013195,2011,1º de ESO,Primera Evaluación,,Religión Católica,29505,Matriculada,Bien-6,292,Religión,104715,52936,20904414
3013195,2011,1º de ESO,Ordinaria,,Religión Católica,29505,Matriculada,Bien-6,292,Religión,104715,53672,20904414
3013195,2011,1º de ESO,Primera Evaluación,,Francés (Segundo Idioma),29501,Matriculada,Notable-7,294,Optativas,104715,52936,20904413
3013195,2011,1º de ESO,Ordinaria,,Francés (Segundo Idioma),29501,Matriculada,Notable-7,294,Optativas,104715,53672,20904413
3014474,2011,2º de ESO,Ordinaria,,Ciencias de la Naturaleza,30100,Matriculada,Notable-8,296,Comunes,104717,53672,20914671
3014474,2011,2º de ESO,Ordinaria,,"Ciencias Sociales, Geografía e Historia",30102,Matriculada,Sobresaliente-9,298,Comunes,104717,53672,20914672
3014474,2011,2º de ESO,Primera Evaluación,,Ciencias de la Naturaleza,30100,Matriculada,Notable-8,296,Comunes,104717,52936,20914671
3014474,2011,2º de ESO,Primera Evaluación,,"Ciencias Sociales, Geografía e Historia",30102,Matriculada,Notable-8,296,Comunes,104717,52936,20914672
3014474,2011,2º de ESO,Primera Evaluación,,Religión Católica,30132,Matriculada,Notable-7,294,Religión,104717,52936,20914680
3014474,2011,2º de ESO,Ordinaria,,Religión Católica,30132,Matriculada,Notable-7,294,Religión,104717,53672,20914680
3014474,2011,2º de ESO,Primera Evaluación,,Francés (Segundo Idioma),30122,Matriculada,Sobresaliente-10,300,Optativas,104717,52936,20914679
3014474,2011,2º de ESO,Ordinaria,,Francés (Segundo Idioma),30122,Matriculada,Notable-8,296,Optativas,104717,53672,20914679
3014474,2011,2º de ESO,Recuperación 1ª Ev.,,Francés (Segundo Idioma),30122,Matriculada,Notable-8,296,Optativas,104717,53671,20914679
3014474,2011,2º de ESO,Primera Evaluación,,Música,30120,Matriculada,Notable-7,294,Educación Plástica y Visual - Música,104717,52936,20914678
3014474,2011,2º de ESO,Ordinaria,,Música,30120,Matriculada,Notable-7,294,Educación Plástica y Visual - Música,104717,53672,20914678
3014474,2011,2º de ESO,Primera Evaluación,,Matemáticas,30118,Matriculada,Bien-6,292,Comunes,104717,52936,20914677
3014474,2011,2º de ESO,Ordinaria,,Matemáticas,30118,Matriculada,Bien-6,292,Comunes,104717,53672,20914677
3014474,2011,2º de ESO,Primera Evaluación,,Inglés,30112,Matriculada,Bien-6,292,Idiomas,104717,52936,20914676
3014474,2011,2º de ESO,Ordinaria,,Inglés,30112,Matriculada,Notable-7,294,Idiomas,104717,53672,20914676
3014474,2011,2º de ESO,Primera Evaluación,,Lengua Castellana y Literatura,30110,Matriculada,Notable-7,294,Comunes,104717,52936,20914675
3014474,2011,2º de ESO,Ordinaria,,Lengua Castellana y Literatura,30110,Matriculada,Bien-6,292,Comunes,104717,53672,20914675
3014474,2011,2º de ESO,Primera Evaluación,,Educación para la ciudadanía y los derechos humanos,30106,Matriculada,Suficiente-5,290,Comunes,104717,52936,20914674
3014474,2011,2º de ESO,Ordinaria,,Educación para la ciudadanía y los derechos humanos,30106,Matriculada,Suficiente-5,290,Comunes,104717,53672,20914674
3014474,2011,2º de ESO,Primera Evaluación,,Educación Física,30104,Matriculada,Bien-6,292,Comunes,104717,52936,20914673
3014474,2011,2º de ESO,Ordinaria,,Educación Física,30104,Matriculada,Bien-6,292,Comunes,104717,53672,20914673
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,24/05/2012,Historia de España,31972,Matriculada,3,378,Comunes,105510,48835,20914844
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Recuperación 1ª Ev.,,Historia de España,31972,Matriculada,4,380,Comunes,105510,53671,20914844
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Historia de España,31972,Matriculada,2,376,Comunes,105510,52936,20914844
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Recuperación 1ª Ev.,,Historia de la filosofía,31974,Matriculada,2,376,Comunes,105510,53671,20914845
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Historia de la filosofía,31974,Matriculada,2,376,Comunes,105510,52936,20914845
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Recuperación 1ª Ev.,,Lengua castellana y literatura II,31976,Matriculada,2,376,Comunes,105510,53671,20914846
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Lengua castellana y literatura II,31976,Matriculada,2,376,Comunes,105510,52936,20914846
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Inglés II,31978,Matriculada,4,380,Idiomas,105510,53672,20914847
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Geología,32156,Matriculada,6,384,Optativas,105510,52936,20914851
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Geología,32156,Matriculada,3,378,Optativas,105510,53672,20914851
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,24/05/2012,Geología,32156,Matriculada,5,382,Optativas,105510,48835,20914851
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Tecnología industrial II,32028,Matriculada,5,382,Modalidad,105510,53672,20914850
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,24/05/2012,Tecnología industrial II,32028,Matriculada,5,382,Modalidad,105510,48835,20914850
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Física,32022,Matriculada,3,378,Modalidad,105510,52936,20914849
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Física,32022,Matriculada,1,374,Modalidad,105510,53672,20914849
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Recuperación 1ª Ev.,,Física,32022,Matriculada,5,382,Modalidad,105510,53671,20914849
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,24/05/2012,Física,32022,Matriculada,3,378,Modalidad,105510,48835,20914849
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Ciencias de la Tierra y medioambientales,32016,Matriculada,5,382,Modalidad,105510,52936,20914848
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Ciencias de la Tierra y medioambientales,32016,Matriculada,2,376,Modalidad,105510,53672,20914848
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,24/05/2012,Ciencias de la Tierra y medioambientales,32016,Matriculada,5,382,Modalidad,105510,48835,20914848
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Tecnología industrial II,32028,Matriculada,6,384,Modalidad,105510,52936,20914850
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Primera Evaluación,,Inglés II,31978,Matriculada,3,378,Idiomas,105510,52936,20914847
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,24/05/2012,Inglés II,31978,Matriculada,3,378,Idiomas,105510,48835,20914847
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Lengua castellana y literatura II,31976,Matriculada,4,380,Comunes,105510,53672,20914846
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,24/05/2012,Lengua castellana y literatura II,31976,Matriculada,3,378,Comunes,105510,48835,20914846
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Historia de la filosofía,31974,Matriculada,1,374,Comunes,105510,53672,20914845
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,24/05/2012,Historia de la filosofía,31974,Matriculada,2,376,Comunes,105510,48835,20914845
3014496,2011,2º de Bachillerato (Ciencias y Tecnología),Ordinaria,,Historia de España,31972,Matriculada,3,378,Comunes,105510,53672,20914844
3015029,2011,1º de ESO,Ordinaria,,Ciencias de la Naturaleza,29481,Matriculada,Sobresaliente-10,300,Comunes,104715,53672,20918830
3015029,2011,1º de ESO,Ordinaria,,"Ciencias Sociales, Geografía e Historia",29483,Matriculada,Sobresaliente-9,298,Comunes,104715,53672,20918831
3015029,2011,1º de ESO,Ordinaria,,Educación Física,29485,Matriculada,Notable-8,296,Comunes,104715,53672,20918832
3015029,2011,1º de ESO,Ordinaria,,Educación Plástica y Visual,29487,Matriculada,Sobresaliente-9,298,Educación Plástica y Visual - Música,104715,53672,20918833
3015029,2011,1º de ESO,Ordinaria,,Lengua Castellana y Literatura,29489,Matriculada,Sobresaliente-9,298,Comunes,104715,53672,20918834
3015029,2011,1º de ESO,Ordinaria,,Inglés,29491,Matriculada,Bien-6,292,Idiomas,104715,53672,20918835
3015029,2011,1º de ESO,Ordinaria,,Matemáticas,29495,Matriculada,Notable-7,294,Comunes,104715,53672,20918836
3015029,2011,1º de ESO,Ordinaria,,Tecnologías,29499,Matriculada,Sobresaliente-9,298,Comunes,104715,53672,20918837
3015029,2011,1º de ESO,Primera Evaluación,,Religión Católica,29505,Matriculada,Sobresaliente-9,298,Religión,104715,52936,20918839
3015029,2011,1º de ESO,Ordinaria,,Religión Católica,29505,Matriculada,Sobresaliente-9,298,Religión,104715,53672,20918839
3015029,2011,1º de ESO,Primera Evaluación,,Francés (Segundo Idioma),29501,Matriculada,Sobresaliente-9,298,Optativas,104715,52936,20918838
3015029,2011,1º de ESO,Ordinaria,,Francés (Segundo Idioma),29501,Matriculada,Sobresaliente-9,298,Optativas,104715,53672,20918838
3015029,2011,1º de ESO,Primera Evaluación,,Tecnologías,29499,Matriculada,Notable-7,294,Comunes,104715,52936,20918837
3015029,2011,1º de ESO,Primera Evaluación,,Matemáticas,29495,Matriculada,Bien-6,292,Comunes,104715,52936,20918836
3015029,2011,1º de ESO,Primera Evaluación,,Inglés,29491,Matriculada,Bien-6,292,Idiomas,104715,52936,20918835
3015029,2011,1º de ESO,Primera Evaluación,,Lengua Castellana y Literatura,29489,Matriculada,Notable-8,296,Comunes,104715,52936,20918834
3015029,2011,1º de ESO,Primera Evaluación,,Educación Plástica y Visual,29487,Matriculada,Notable-7,294,Educación Plástica y Visual - Música,104715,52936,20918833
3015029,2011,1º de ESO,Primera Evaluación,,Educación Física,29485,Matriculada,Notable-7,294,Comunes,104715,52936,20918832
3015029,2011,1º de ESO,Primera Evaluación,,"Ciencias Sociales, Geografía e Historia",29483,Matriculada,Sobresaliente-9,298,Comunes,104715,52936,20918831
3015029,2011,1º de ESO,Primera Evaluación,,Ciencias de la Naturaleza,29481,Matriculada,Notable-8,296,Comunes,104715,52936,20918830
3016757,2011,1º de ESO,Ordinaria,,Ciencias de la Naturaleza,29481,Matriculada,Sobresaliente-9,298,Comunes,104715,53672,20932683
3016757,2011,1º de ESO,Primera Evaluación,,Religión Católica,29505,Matriculada,Sobresaliente-9,298,Religión,104715,52936,20932692
3016757,2011,1º de ESO,Ordinaria,,Religión Católica,29505,Matriculada,Sobresaliente-9,298,Religión,104715,53672,20932692
3016757,2011,1º de ESO,Primera Evaluación,,Francés (Segundo Idioma),29501,Matriculada,Sobresaliente-9,298,Optativas,104715,52936,20932691
3016757,2011,1º de ESO,Ordinaria,,Francés (Segundo Idioma),29501,Matriculada,Notable-8,296,Optativas,104715,53672,20932691
3016757,2011,1º de ESO,Primera Evaluación,,Tecnologías,29499,Matriculada,Notable-7,294,Comunes,104715,52936,20932690
3016757,2011,1º de ESO,Ordinaria,,Tecnologías,29499,Matriculada,Sobresaliente-9,298,Comunes,104715,53672,20932690
3016757,2011,1º de ESO,Primera Evaluación,,Matemáticas,29495,Matriculada,Notable-8,296,Comunes,104715,52936,20932689
3016757,2011,1º de ESO,Ordinaria,,Matemáticas,29495,Matriculada,Notable-7,294,Comunes,104715,53672,20932689
3016757,2011,1º de ESO,Primera Evaluación,,Inglés,29491,Matriculada,Notable-8,296,Idiomas,104715,52936,20932688
3016757,2011,1º de ESO,Ordinaria,,Inglés,29491,Matriculada,Notable-7,294,Idiomas,104715,53672,20932688
3016757,2011,1º de ESO,Primera Evaluación,,Lengua Castellana y Literatura,29489,Matriculada,Notable-8,296,Comunes,104715,52936,20932687
3016757,2011,1º de ESO,Ordinaria,,Lengua Castellana y Literatura,29489,Matriculada,Sobresaliente-9,298,Comunes,104715,53672,20932687
3016757,2011,1º de ESO,Primera Evaluación,,Educación Plástica y Visual,29487,Matriculada,Sobresaliente-9,298,Educación Plástica y Visual - Música,104715,52936,20932686
3016757,2011,1º de ESO,Ordinaria,,Educación Plástica y Visual,29487,Matriculada,Notable-8,296,Educación Plástica y Visual - Música,104715,53672,20932686
3016757,2011,1º de ESO,Primera Evaluación,,Educación Física,29485,Matriculada,Notable-8,296,Comunes,104715,52936,20932685
3016757,2011,1º de ESO,Ordinaria,,Educación Física,29485,Matriculada,Sobresaliente-9,298,Comunes,104715,53672,20932685
3016757,2011,1º de ESO,Primera Evaluación,,"Ciencias Sociales, Geografía e Historia",29483,Matriculada,Sobresaliente-9,298,Comunes,104715,52936,20932684
3016757,2011,1º de ESO,Ordinaria,,"Ciencias Sociales, Geografía e Historia",29483,Matriculada,Sobresaliente-9,298,Comunes,104715,53672,20932684
3016757,2011,1º de ESO,Primera Evaluación,,Ciencias de la Naturaleza,29481,Matriculada,Suficiente-5,290,Comunes,104715,52936,20932683
3016767,2011,1º de ESO,Ordinaria,,Ciencias de la Naturaleza,29481,Matriculada,Sobresaliente-10,300,Comunes,104715,53672,20932778
3016767,2011,1º de ESO,Primera Evaluación,,"Ciencias Sociales, Geografía e Historia",29483,Matriculada,Notable-8,296,Comunes,104715,52936,20932779
3016767,2011,1º de ESO,Primera Evaluación,,Tecnologías,29499,Matriculada,Sobresaliente-10,300,Comunes,104715,52936,20932785
3016767,2011,1º de ESO,Ordinaria,,Tecnologías,29499,Matriculada,Sobresaliente-10,300,Comunes,104715,53672,20932785
3016767,2011,1º de ESO,Primera Evaluación,,Matemáticas,29495,Matriculada,Suficiente-5,290,Comunes,104715,52936,20932784
3016767,2011,1º de ESO,Ordinaria,,Matemáticas,29495,Matriculada,Notable-7,294,Comunes,104715,53672,20932784
3016767,2011,1º de ESO,Primera Evaluación,,Inglés,29491,Matriculada,Sobresaliente-9,298,Idiomas,104715,52936,20932783
3016767,2011,1º de ESO,Ordinaria,,Inglés,29491,Matriculada,Notable-8,296,Idiomas,104715,53672,20932783
3016767,2011,1º de ESO,Primera Evaluación,,Lengua Castellana y Literatura,29489,Matriculada,Sobresaliente-9,298,Comunes,104715,52936,20932782
3016767,2011,1º de ESO,Ordinaria,,Lengua Castellana y Literatura,29489,Matriculada,Sobresaliente-9,298,Comunes,104715,53672,20932782
3016767,2011,1º de ESO,Primera Evaluación,,Educación Plástica y Visual,29487,Matriculada,Notable-7,294,Educación Plástica y Visual - Música,104715,52936,20932781
3016767,2011,1º de ESO,Primera Evaluación,,Religión Católica,29505,Matriculada,Sobresaliente-9,298,Religión,104715,52936,20932787
3016767,2011,1º de ESO,Ordinaria,,Religión Católica,29505,Matriculada,Sobresaliente-10,300,Religión,104715,53672,20932787
3016767,2011,1º de ESO,Primera Evaluación,,Francés (Segundo Idioma),29501,Matriculada,Sobresaliente-10,300,Optativas,104715,52936,20932786
3016767,2011,1º de ESO,Ordinaria,,Francés (Segundo Idioma),29501,Matriculada,Notable-8,296,Optativas,104715,53672,20932786
3016767,2011,1º de ESO,Ordinaria,,Educación Plástica y Visual,29487,Matriculada,Notable-7,294,Educación Plástica y Visual - Música,104715,53672,20932781
3016767,2011,1º de ESO,Primera Evaluación,,Educación Física,29485,Matriculada,Notable-7,294,Comunes,104715,52936,20932780
3016767,2011,1º de ESO,Ordinaria,,Educación Física,29485,Matriculada,Notable-7,294,Comunes,104715,53672,20932780
